,organization_id,animal_id,animal_type,age,attributes.declawed,attributes.house_trained,attributes.shots_current,attributes.spayed_neutered,attributes.special_needs,breeds.mixed,breeds.primary,breeds.secondary,breeds.unknown,coat,colors.primary,colors.secondary,colors.tertiary,contact.address.address1,contact.address.address2,contact.address.city,contact.address.country,contact.address.postcode,contact.address.state,contact.email,contact.phone,description,distance,environment.cats,environment.children,environment.dogs,gender,id,name,organization_id,photos,published_at,size,species,status,status_changed_at,tags,type,url
27,co441,45985344,dog,Young,,True,True,True,False,True,Labrador Retriever,Pit Bull Terrier,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"Zeke is a beautiful, mild mannered guy that&#039;s around 2 years old. He is lab/pit/dane mix and he&#039;s great with...",,,True,True,Male,45985344,Zeke,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45985344/1/?bust=1568639163&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45985344/1/?bust=1568639163&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45985344/1/?bust=1568639163&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45985344/1/?bust=1568639163'}]",2019-09-16T13:06:11+0000,Large,Dog,adoptable,2019-09-16T13:06:11+0000,[],Dog,https://www.petfinder.com/dog/zeke-45985344/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
28,co441,45949207,dog,Young,,True,True,True,False,True,Husky,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,Walter! There’s just something special about a boy with two different colored eyes. This handsome guy is around 1 year...,,,True,True,Male,45949207,Walter,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45949207/1/?bust=1568294055&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45949207/1/?bust=1568294055&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45949207/1/?bust=1568294055&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45949207/1/?bust=1568294055'}]",2019-09-12T13:14:26+0000,Large,Dog,adoptable,2019-09-12T13:14:26+0000,[],Dog,https://www.petfinder.com/dog/walter-45949207/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
29,co441,45937486,dog,Adult,,True,True,True,False,True,Black Mouth Cur,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,Penny sure does have something to smile about! This sweet girl was sprung from doggie jail almost a year ago...,,True,True,True,Female,45937486,Penny,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45937486/1/?bust=1568206343&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45937486/1/?bust=1568206343&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45937486/1/?bust=1568206343&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45937486/1/?bust=1568206343'}]",2019-09-11T12:53:35+0000,Medium,Dog,adoptable,2019-09-11T12:53:35+0000,[],Dog,https://www.petfinder.com/dog/penny-45937486/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
30,co441,45937466,dog,Adult,,True,True,True,False,True,Golden Retriever,Shepherd,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,Bailey resembles a California surfer dude when you see him in person. Especially now that he got shaved! He’s a...,,,True,True,Male,45937466,Bailey,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45937466/1/?bust=1570507326&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45937466/1/?bust=1570507326&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45937466/1/?bust=1570507326&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45937466/1/?bust=1570507326'}]",2019-09-11T12:50:26+0000,Large,Dog,adoptable,2019-09-11T12:50:26+0000,[],Dog,https://www.petfinder.com/dog/bailey-45937466/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
31,co441,45937463,dog,Adult,,True,True,True,False,True,Chow Chow,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"Chipley is a handsome, 1-2 year old, chow mix. His foster mom describes him as mellow, happy, and very appreciative...",,,True,True,Male,45937463,Chipley,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45937463/1/?bust=1568206148&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45937463/1/?bust=1568206148&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45937463/1/?bust=1568206148&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45937463/1/?bust=1568206148'}]",2019-09-11T12:49:17+0000,Medium,Dog,adoptable,2019-09-11T12:49:17+0000,[],Dog,https://www.petfinder.com/dog/chipley-45937463/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
32,co441,45912616,dog,Senior,,True,True,True,False,True,Chihuahua,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"Little Miss Shadow is a 9 year old pretty lady looking for a forever home. She’s dog friendly, cat friendly,...",,True,True,True,Female,45912616,Shadow,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45912616/1/?bust=1568034073&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45912616/1/?bust=1568034073&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45912616/1/?bust=1568034073&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45912616/1/?bust=1568034073'}]",2019-09-09T13:04:08+0000,Small,Dog,adoptable,2019-09-09T13:04:08+0000,[],Dog,https://www.petfinder.com/dog/shadow-45912616/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
33,co441,45846917,dog,Adult,,True,True,True,False,True,Great Dane,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"Bandy is a 2.5 year old, male, Great Dane mix that’s found himself in need of a home. He’s dog...",,,True,True,Male,45846917,Bandy,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45846917/1/?bust=1567516826&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45846917/1/?bust=1567516826&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45846917/1/?bust=1567516826&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45846917/1/?bust=1567516826'}]",2019-09-03T13:20:34+0000,Extra Large,Dog,adoptable,2019-09-03T13:20:34+0000,[],Dog,https://www.petfinder.com/dog/bandy-45846917/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
34,co441,45794317,dog,Adult,,True,True,True,False,True,Pit Bull Terrier,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"Zeke our boy! Zeke is a 2-3 year old, male, Staffordshire Bull Terrier mix (he’s low like a basset). Zeke...",,,True,True,Male,45794317,Zeke,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45794317/1/?bust=1567171582&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45794317/1/?bust=1567171582&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45794317/1/?bust=1567171582&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45794317/1/?bust=1567171582'}]",2019-08-30T13:26:38+0000,Large,Dog,adoptable,2019-08-30T13:26:38+0000,[],Dog,https://www.petfinder.com/dog/zeke-45794317/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
35,co441,45747192,dog,Adult,,True,True,True,False,True,Husky,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"Adonis the dog of Beauty is looking for his home. With his mesmerizing eyes, tantalizing spirit and the song of...",,,True,True,Male,45747192,Adonis,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45747192/1/?bust=1566828697&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45747192/1/?bust=1566828697&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45747192/1/?bust=1566828697&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45747192/1/?bust=1566828697'}]",2019-08-26T14:11:46+0000,Large,Dog,adoptable,2019-08-26T14:11:46+0000,[],Dog,https://www.petfinder.com/dog/adonis-45747192/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
36,co441,45747187,dog,Adult,,True,True,True,False,True,Dogue de Bordeaux,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"Ricky is a 3-4 year old, male, Dogue de Bordeaux. Don’t let his giant head scare you. He’s the most...",,,True,True,Male,45747187,Ricky,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45747187/1/?bust=1566828603&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45747187/1/?bust=1566828603&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45747187/1/?bust=1566828603&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45747187/1/?bust=1566828603'}]",2019-08-26T14:10:18+0000,Extra Large,Dog,adoptable,2019-08-26T14:10:18+0000,[],Dog,https://www.petfinder.com/dog/ricky-45747187/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
37,co441,45682748,dog,Young,,True,True,True,False,True,Rottweiler,American Bulldog,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,Armand is a 2 year old sweet heart in need of a home through no fault of his own. Armand...,,,True,True,Male,45682748,Armand,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45682748/1/?bust=1566313872&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45682748/1/?bust=1566313872&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45682748/1/?bust=1566313872&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45682748/1/?bust=1566313872'}]",2019-08-20T15:11:21+0000,Large,Dog,adoptable,2019-08-20T15:11:21+0000,[],Dog,https://www.petfinder.com/dog/armand-45682748/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
38,co441,45582669,dog,Young,,True,True,True,False,True,American Bulldog,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"Miss Bernice is a 2 year old, female, American Bully mix. She’s a sweet girl that does well in a...",,,True,True,Female,45582669,Bernice,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45582669/1/?bust=1565615424&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45582669/1/?bust=1565615424&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45582669/1/?bust=1565615424&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45582669/1/?bust=1565615424'}]",2019-08-12T13:10:32+0000,Large,Dog,adoptable,2019-08-12T13:10:32+0000,[],Dog,https://www.petfinder.com/dog/bernice-45582669/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
39,co441,45582620,dog,Adult,,True,True,True,False,False,Chihuahua,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,Maya and Happy are 3 year old bonded Chihuahuas (brother and sister) available for adoption as a pair. Their fee...,,,True,True,Female,45582620,Happy & Maya,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45582620/2/?bust=1569845379&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45582620/2/?bust=1569845379&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45582620/2/?bust=1569845379&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45582620/2/?bust=1569845379'}]",2019-08-12T13:05:35+0000,Small,Dog,adoptable,2019-08-12T13:05:35+0000,[],Dog,https://www.petfinder.com/dog/happy-and-maya-45582620/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
40,co441,45582618,dog,Baby,,True,True,True,False,True,Terrier,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"Chico! Chico is a super cute wirey guy who goes by Falkor in his foster home. Because well, I mean,...",,,True,True,Male,45582618,Chico,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45582618/1/?bust=1565615067&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45582618/1/?bust=1565615067&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45582618/1/?bust=1565615067&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45582618/1/?bust=1565615067'}]",2019-08-12T13:04:37+0000,Medium,Dog,adoptable,2019-08-12T13:04:37+0000,[],Dog,https://www.petfinder.com/dog/chico-45582618/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
41,co441,45528281,dog,Young,,True,True,True,False,True,Bull Terrier,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"Super Syd!!! Just look at that boys grin!! Syd is a 5 month old, male, Bull Terrier mix. He’s a...",,,True,True,Male,45528281,Syd,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45528281/2/?bust=1569846029&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45528281/2/?bust=1569846029&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45528281/2/?bust=1569846029&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45528281/2/?bust=1569846029'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45528281/1/?bust=1565183968&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45528281/1/?bust=1565183968&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45528281/1/?bust=1565183968&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45528281/1/?bust=1565183968'}]",2019-08-07T13:19:37+0000,Medium,Dog,adoptable,2019-08-07T13:19:37+0000,[],Dog,https://www.petfinder.com/dog/syd-45528281/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
42,co441,45528231,dog,Young,,True,True,True,False,True,American Bulldog,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"Elise is the perfect mic drop to follow-up the debut of Gunner. Elise is a 1 year old, female, bulldog...",,,True,True,Female,45528231,Elise,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45528231/1/?bust=1565183540&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45528231/1/?bust=1565183540&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45528231/1/?bust=1565183540&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45528231/1/?bust=1565183540'}]",2019-08-07T13:12:36+0000,Large,Dog,adoptable,2019-08-07T13:12:36+0000,[],Dog,https://www.petfinder.com/dog/elise-45528231/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
43,co441,45515689,dog,Adult,,True,True,True,False,True,Labrador Retriever,Pit Bull Terrier,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"Sweet, smiling, Sally is still looking for a home. This beautiful, 2 year old girl is every families dream! She’s...",,,True,True,Female,45515689,Sally,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45515689/1/?bust=1565096737&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45515689/1/?bust=1565096737&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45515689/1/?bust=1565096737&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45515689/1/?bust=1565096737'}]",2019-08-06T13:05:55+0000,Large,Dog,adoptable,2019-08-06T13:05:55+0000,[],Dog,https://www.petfinder.com/dog/sally-45515689/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
44,co441,45263782,dog,Adult,,True,True,True,False,True,American Bulldog,Rottweiler,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"Persia! Persia is a 3 year old, female, American Bulldog/Rottweiler mix. She’s as sweet as the day is Iong. Persia...",,,True,True,Female,45263782,Persia,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45263782/1/?bust=1563195628&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45263782/1/?bust=1563195628&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45263782/1/?bust=1563195628&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45263782/1/?bust=1563195628'}]",2019-07-15T13:00:37+0000,Large,Dog,adoptable,2019-07-15T13:00:37+0000,[],Dog,https://www.petfinder.com/dog/persia-45263782/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
45,co441,45203644,dog,Adult,,True,True,True,False,True,Anatolian Shepherd,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"We have another rare breed that’s come available at Big Bones! This is Gampur and she’s a 2 year old,...",,,True,True,Female,45203644,Gampur,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45203644/1/?bust=1562682259&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45203644/1/?bust=1562682259&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45203644/1/?bust=1562682259&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45203644/1/?bust=1562682259'}]",2019-07-09T14:24:27+0000,Extra Large,Dog,adoptable,2019-07-09T14:24:27+0000,[],Dog,https://www.petfinder.com/dog/gampur-45203644/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
46,co441,45203640,dog,Adult,,True,True,True,False,True,Hound,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"Sophia is a 6 year old, female, Coonhound. She’s house trained, dog friendly, and does well with kiddos! Sophia is...",,,True,True,Female,45203640,Sophia,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45203640/1/?bust=1562682122&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45203640/1/?bust=1562682122&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45203640/1/?bust=1562682122&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45203640/1/?bust=1562682122'}]",2019-07-09T14:22:09+0000,Large,Dog,adoptable,2019-07-09T14:22:09+0000,[],Dog,https://www.petfinder.com/dog/sophia-45203640/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
47,co441,44887249,dog,Young,,True,True,True,False,True,Labrador Retriever,Pit Bull Terrier,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"Starsky is a beautiful, chocolate, boy ready for his forever home! He’s a 5 month old lab/Pit mix and he’s...",,,True,True,Male,44887249,Starsky,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44887249/1/?bust=1559759430&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44887249/1/?bust=1559759430&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44887249/1/?bust=1559759430&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44887249/1/?bust=1559759430'}]",2019-06-05T18:30:38+0000,Medium,Dog,adoptable,2019-06-05T18:30:38+0000,[],Dog,https://www.petfinder.com/dog/starsky-44887249/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
48,co441,44887213,dog,Adult,,True,True,True,False,True,Pit Bull Terrier,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"Allow me to reintroduce Nova. Nova is a 3 year old, female, pit mix. She has a smile that goes...",,,True,True,Female,44887213,Nova,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44887213/1/?bust=1559759097&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44887213/1/?bust=1559759097&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44887213/1/?bust=1559759097&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44887213/1/?bust=1559759097'}]",2019-06-05T18:25:06+0000,Large,Dog,adoptable,2019-06-05T18:25:06+0000,[],Dog,https://www.petfinder.com/dog/nova-44887213/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
49,co441,44887190,dog,Adult,,True,True,True,False,True,Boxer,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"Apollo is a gorgeous, 2 yo, male Boxer mix. He’s a dog friendly boy and loves to play. He’s even...",,,True,True,Male,44887190,Apollo,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44887190/1/?bust=1564771960&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44887190/1/?bust=1564771960&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44887190/1/?bust=1564771960&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44887190/1/?bust=1564771960'}]",2019-06-05T18:21:46+0000,Large,Dog,adoptable,2019-06-05T18:21:46+0000,[],Dog,https://www.petfinder.com/dog/apollo-44887190/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
50,co441,44887165,dog,Young,,True,True,True,False,True,Boxer,Pit Bull Terrier,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"Yoga just can’t stop smiling! This girl, while enjoying her time in Colorado at BBCR, would really enjoy her shot...",,,True,True,Female,44887165,Yoga,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44887165/1/?bust=1559758667&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44887165/1/?bust=1559758667&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44887165/1/?bust=1559758667&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44887165/1/?bust=1559758667'}]",2019-06-05T18:18:09+0000,Medium,Dog,adoptable,2019-06-05T18:18:09+0000,[],Dog,https://www.petfinder.com/dog/yoga-44887165/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
51,co441,44813395,dog,Young,,True,True,True,False,True,Boxer,Pit Bull Terrier,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"Bogart and his big, fat, head are finally available for adoption! This handsome boxer/Pit mix is around 3 years old....",,,True,True,Male,44813395,Bogart,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44813395/1/?bust=1559047413&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44813395/1/?bust=1559047413&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44813395/1/?bust=1559047413&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44813395/1/?bust=1559047413'}]",2019-05-28T12:43:41+0000,Large,Dog,adoptable,2019-05-28T12:43:41+0000,[],Dog,https://www.petfinder.com/dog/bogart-44813395/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
52,co441,44813392,dog,Young,,True,True,True,False,True,Shepherd,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"Penny (2 yo, spayed Female, Shepherd) and Calvin (1.5 yo, neutered male, Aussie/Saint mix) are a pair of young lovers...",,,True,True,Female,44813392,Penny and Calvin,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44813392/1/?bust=1559047312&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44813392/1/?bust=1559047312&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44813392/1/?bust=1559047312&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44813392/1/?bust=1559047312'}]",2019-05-28T12:42:12+0000,Large,Dog,adoptable,2019-05-28T12:42:12+0000,[],Dog,https://www.petfinder.com/dog/penny-and-calvin-44813392/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
