index,Name,Age,Breed1,Breed2,BreedCount,Gender,Color1,Color2,Color3,ColorCount,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,AdoptionSpeed
4656,,2,307,0,1,1,7,0,0,1,2,1,1,3,3,1,1,50,41336,73b4447d22d6b71acf4e4d5650480087,0,"A 2-3 month old male puppy is looking for its forever home. The owner had to give up the puppy after vaccination. A very playful, loyal n loving puppy, kindly open your hearts to this wonderful puppy by giving it a loving home. Please call Joseph Chia at for more information, thank you.",f056ab9fc,1,1.0
4657,BoBo,3,307,0,1,1,5,0,0,1,2,1,1,1,2,1,1,0,41330,60689896aa0edff3a4f05b890bdafd26,0,"BoBo boy was found roaming around the field behind my house. He was alone, skinny and hungry. My neighbour took him and taking care of him now. She has another 3 big one to handle. So we are hoping for BoBo to get a home. If u wish to adopt him please call me.",df59dd59f,4,2.0
4658,Blackies,3,307,0,1,2,1,0,0,1,2,2,1,1,2,2,1,0,41326,ccfcff055043f767b5860dba0149a10b,0,tame and quiet any further detail please call me.,68d7d01d0,1,2.0
4659,Socks,2,109,307,2,2,1,7,0,2,2,1,1,2,2,1,1,0,41336,4436950a0688eb8e376bc00845099e19,0,• Has pretty puppy's eyes & short fur. • Four legs with white socks. • Vaccine for the first time. • Preferrable dog lover. • Stay in Johor Bahru town area • Urgent!,0be7a4adf,5,3.0
4660,Tinka,63,109,307,2,2,1,0,0,1,2,1,1,1,1,1,1,50,41326,6d32095b0908520916300daeba129541,0,"Tinka has been with our family since she was a puppy. Now we are moving abroad and out of our three dogs we can only take one with us. Therefore we are looking for a loving home for her. With her shiny black coat she looks quite impressive, but she is a gentle creature when it comes to people. We have always felt very safe with her around. Tinka has attended dog trainings and knows the basic commands. She loves to learn new things and show her skills, and if she gets a praise for it - even better! although she makes an excellent guard dog she spends a great deal of the day being lazy and just being happy to be around someone. Her ideal family takes her out on walks and makes her part of the family (one of her happy days was when she ""convinced"" me that she was allowed to watch TV on the couch with me). In return she will be very loyal and watch out for her family. She doesn't like cats and needs some time to get used to other dogs. She was fine with our other two dogs, and I never had a problem taking her to the vet or leaving her at the kennel when we went away, but there are a few dogs in our neighborhood that she does not approve of. We currently allow her to be inside the house as well as in the garden, so please don't keep her in a small cage or on a chain all day long. Staying alone during the day has never been a problem We really hope that there is someone out there who will take her in (maybe even together with Rosie) and give her the life she deserves",8b2be8807,5,1.0
4661,,2,307,307,1,2,1,2,0,2,2,1,1,1,3,1,2,0,41326,5f6be45c9eddbc20f38561953be3f00b,0,"Hi guys, the puppies are both female dogs. Found them 3 weeks ago from a drain. It was raining and they were crying for a long time. At that time their mother was not anyway to be seen. Brought them home and provided them with milk. In a day or 2 became less lethargic and more active. I noticed the black puppy is a little attention seeking but very smart as well. The brown puppy has a good appetite when compared to the other one. They both are toilet trained, as in passes motion in the gardens. They are both quit brave and can be made as good watch dogs and also as pets as well. If interested please contact. DOn;t hesitate to call of you have further questions regarding the puppies. Thank you.",9c33e8db3,9,4.0
4662,,84,49,0,1,2,7,0,0,1,2,1,1,1,1,1,1,0,41326,f0a3f036c3e95f2ba049893020afbda9,0,Loving and faithful bull terrier looking for a forever home as owner will be out of the country for work.,6adc3bf2f,1,4.0
4663,,2,307,0,1,3,2,0,0,1,2,1,2,2,2,1,2,0,41335,bef4353032d1c4fb2bd27990faa5d7b7,0,"A rescuer found this two cute puppies (one male, one female) in a box and brought them to a vet. They need a new loving home. Kuantan Animal Rescue & Education (KARE) will subsidize the neutering cost. Please note that the adopter will need to sign an adoption agreement. If you are interested, please contact Dr Lean ()",66a1d5bc4,3,1.0
4664,Rooney & Dioh,24,49,0,1,3,2,7,0,2,2,1,1,1,1,1,2,0,41401,93bfe21e579c6d6f53a54da2c600ed0a,0,Rooney and Dioh are Miniature Bull Terriers. They are very high energy dogs. They are looking for new home since I am leaving the country. They are very closed to each others so I am looking for a new owner who are take both together. The new owner must :- - should have good knowledge of bull terriers - must be very active person so that they can get every day walk and exercise. - they should be feed raw/barf diet or premium dog food. - own a landed property. - the dogs should not be use as fighting dog. If you are interested kindly email me to,2c137b9a4,1,1.0
4665,,12,307,78,2,1,1,2,0,2,2,1,3,3,3,1,1,0,41401,551189812d0601489da06269b8061c8e,0,"Dogs found around Metro View, Wangsa Maju. Suspected being abandoned by the former owner. Both of them are very friendly and full of curiosity.",76c276834,2,4.0
4666,Peppear,4,152,117,2,2,1,0,0,1,2,1,2,1,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Pepper is a beautiful pure black puppy. She knows simple command like sit, and been trained not to jump on people. Vaccination and neutering cost to be borne by adopters. Please call if you can give her a good home.",8e77d52ad,5,3.0
4667,Zeus,6,189,0,1,1,1,3,0,2,3,1,1,1,1,1,1,0,41401,4f7b591fb04c1ee856472ca07e1dcbcf,0,"Hi everyone, I’m an Australian girl who is selling my beautiful boy Zeus the Rottweiler. Unfortunately I am moving and the landlord won’t let me take him with Me. I’m so sad. Zeus loves attention, walks, playing, cuddles and is just the best guard dog. He’s around my Baby all the time and super social and good with people. I’ll be selling Him as he is still so young and I paid over 5, for Him. Please only interested buyers and people as I’ll be fussy to who I pick. I’m very very sad to see him go. Price 1,rm Whatsapp me",a00eaa0fb,4,4.0
4668,,2,307,307,1,2,2,7,0,2,2,2,1,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,For Adoption,3ec367f79,1,3.0
4669,,2,213,200,2,3,2,5,7,3,2,2,2,2,2,1,6,0,41326,507af30fabc5c40d30ec7643e982e013,0,"Fury was abandoned by the Orang Asli near my Kampar home, she has very good templement and she has started to trust us, we are going to spayed her after this. Her six puppies are needed a good home, please do call us if you are interested. Do call us at  or ",19db3e21f,5,4.0
4670,Beauty,3,307,0,1,2,2,5,0,2,2,1,2,2,2,1,1,0,41401,e42b5899c523cdfc0398720db5700087,0,"One day, her mother was roaming around our area for few days, I think she is looking for a home and food, so we keep her in our house for a period of time, we feed her pet food, rice and water, and she will find her snack whenever she can. After a few month, she give birth of 7 puppies, all were adopted, and left this female cutie. I hope someone who is able to take care of her and send her to spay. Her mum is also open for adoption. They both look exactly same. Please call or sms me if you are able to take care of her: Zen",d86d7a70e,4,2.0
4671,,12,307,0,1,1,2,0,0,1,2,1,2,1,2,1,1,250,41401,3937a695ba7235b85e725d270455f0c8,0,"mr Xiao huang is strong, healthy, active, fun-loving, loves to play around children and other dogs. He needs a lot of attention and space, training, and he promises in return he will be faithful to you for life, treasure you and your loved ones, never forsake you no matter what, he will love and cherish you even when you have a bad hair day. Serious adopters only.",976cd59b0,1,4.0
4672,Darlie,1,307,0,1,1,1,0,0,1,2,1,2,2,2,1,1,0,41326,07b9dd0583c955659f8ccdeaa2a6428b,0,"I first rescue the pregnant mother and give her a shelter to give birth to her litters. There are 7 siblings in total. All the litters stayed in my house and are very tame and mild tempered. The mother is a very responsible one and all her litters are well-behaved. I sincerely hope that the adopter can really promise me to take great care of them and LOVE them like you love yourself if not more. Darling is a very gentle boy and loves his surrounding, he enjoys every moment of our accompaniment. Darlie is 6 weeks plus now and he is a healthy boy with pure full black fur. Darlie would like to go to a loving home.",004a26127,2,3.0
4673,,12,307,307,1,1,2,7,0,2,2,1,3,3,3,1,1,0,41326,4df459af733035f7f1ab0e4b44bd2abf,0,Anyone willing to adopt this baby? I found this dog that always come to my house and just sit around there no one feeds him and i cant keep him due to parent's religion. I am not sure if he is a lost dog but he is very sweet and not at all aggressive. He knows when we tell him to not come close or when we call him to come near. But if anyone think this dog might be theirs or anyone want to adopt him and rescue him i would be happy to cooperate with that. He is found in Puj 2 Taman Puncak Jalil and my contact is- Everyone else in this housing area will complain if i feed him and he stays here. They dnt wnt him to poop and stay in this area. I can give him food but i cnt provide him a home.,b6c338f94,4,4.0
4674,Dexter Jnr,3,307,218,2,1,5,0,0,1,1,1,1,1,2,1,1,270,41326,2864803699884df90ac135583b02ec70,0,"ADOPTION FEE INCLUDES FINAL TWO VACCINATIONS AND DESEXING. Dexter is an extremely intelligent pup who picks up training easily. He is great with any age group and other dogs. Though he is fearless and mischievious at playtime, there is nothing he enjoys more than snuggling up to his human companions on the couch or in bed. Dexter is suited to being an indoors family pet and would benefit from having another dog around too. *The majority of our puppies are rescued so we can only guess their breeding from experience. We cannot guarantee their adult size or appearance.",8670bd551,5,1.0
4675,Terry,2,307,307,1,1,1,2,0,2,2,1,1,1,2,1,1,0,41401,358bf042405fb161d679f5b21edaa849,0,"This puppy looks alike Bullmastiff,I rescued at Bukit Bintang area,esteemed 2 or 3 months.He name is Terry boy,he is active,playful,healthy and smart.Alert to strangers,from what I see he can become a good watch dog.If you are interested to adopt this dog.Kindly contact Amy at. Kindly give this puppy a home.",fd3c1a3bb,3,1.0
4676,Anson,1,307,0,1,1,1,2,0,2,2,1,3,3,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,Lovely puppy looking for a home sweet home. If you are interested to adopt pls contact Amy,2b0b80ef6,3,3.0
4677,,2,307,0,1,3,1,2,0,2,3,1,2,2,2,1,6,0,41326,e6d233a3d7d6e778300514c6abe3e873,0,"22 Feb : 6 mixed breed puppies were born around new year by a stray dog outside my sister's house. My sis has temporarily taken the mum & pups in so that they get good care & nutrition whilst finding them permanent homes. 1 puppy has been booked & another 5 more available (2 brown females & 3 black males). Healthy, playful & absolutely adorable - will definitely make lovely pets. Please have a heart & give them a good home. Currently 6 wks old, they will grow up to fairly large size. No tying up or cageing over a prolonged period. To be neutered or spayed when old enough. Please call my sister Joanna for further details.",b80a19455,5,3.0
4678,Mink,1,307,0,1,2,1,2,7,3,2,1,2,2,2,1,1,0,41401,11ba92ca93711936934b63974338cd2f,0,"Puppy of office dogs. Needs a safe and loving home urgently. Not safe as the office is full of in and out cars, so fear that puppy will get injured by one of the cars.",d8be7f8b0,1,2.0
4679,Zuzu,5,213,307,2,2,2,7,0,2,2,2,3,1,1,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,Lovely small medium size puppy looking for a home sweet home. Alrdy spayed and ready to go to a home. If u are intetested to adopt pls contact Rachel,0e80de8ac,1,2.0
4680,Goofy,36,179,0,1,1,5,7,0,2,1,2,1,1,1,1,1,200,41326,37c122a1f15a45ae8ea56b0872fd6419,0,"""Hi, I'm Goofy the Toy Poodle. I weigh 4.9 kg and my measurement is 19"" long (muzzle to tiny tail), 6"" wide (chest) and 11"" tall (paw to shoulder) I'm single, neutered, healthy, and handsome,"" says Goofy the Poodle. Goofy was given up by his ex-owner as the ex-owner is getting too old to walk him. Granny hopes that Goofy can go to a more deserving home which shower him with love. Goofy has done blood test, heartworm test, e canis test, teeth scaling, neutering and he's a healthy Poodle. He marks once in a while and bark at strangers when they walk into his area of responsibility. He assigned himself as a little watch dog. He is friendly, affectionate, but will need time to toilet train. If you are ready to give him a good home, please send us a message to describe: 1. The kind of environment you are providing him with 2. Your experience handling dog (if any) We are looking for a family who can give him a better home than his current foster home. Interested please send us a message or email at].com. Thank you for choosing to adopt and save a life.",4a4fb4974,4,3.0
4681,Hugo,14,307,0,1,1,1,2,0,2,2,2,1,1,1,1,1,0,41401,39857226b1d5c54287afb17b664dbc33,0,"very obedient , intelligent and loving :) Please take me home i promised that i will be good",5b59ef7ee,2,4.0
4682,Tiger,36,307,307,1,2,1,2,5,3,2,2,1,1,1,1,1,0,41326,f00c605503e1ac125c8fff290d3a2c7a,0,Tiger looking for her forever home Adopt her today WhatsApp only at :,1d7e844a7,1,4.0
4683,Yuan Yuan,6,307,0,1,2,1,7,0,2,2,2,1,1,2,1,1,0,41326,507af30fabc5c40d30ec7643e982e013,0,"Yuan Yuan was left at my house compound while we were away, she is a healthy, cute and good house dog. She was previously adopted by my husband colleague, however he has to give her up due to objection from his family members. We could not keep her as we have got many dogs and we have complaints from our neighbours. We are looking for a resposible dog owner for her, as she is too cute to be caged or leashed for long hours and she likes her daily walk. Please do call me at if you are interested.",41e069381,5,4.0
4684,,96,109,0,1,1,3,0,0,1,3,3,1,1,2,1,1,0,41401,0f600af3315289b097f74e23c413de7d,0,He is obedient & toilet trained .,d1962ab4f,1,4.0
4685,Joos,17,307,0,1,2,1,6,0,2,3,2,1,1,1,1,1,0,41326,04190b7028ad7eb45266ba57e85635b9,0,Joos is a very dominant and outgoing dog. She is a perfect candidate for a family guarding dog because she can protect the house and her territory as she can warn owners of nearby strangers approaching. She can be very friendly if approached gently. She is very active when going out and enjoys hikes and adventurous walks. Joos has been to hikes to waterfalls and top of mountains and she responds very well to adventure in the jungle. Because of her dominant behaviour and strong character only experienced adopters will be considered as she needs a strong leader that she can rely on. Only calm and assertive adopters are recommended. I can no longer keep Joos because I have too many dogs and I cannot continue to foster her. If I am unreachable through a phone call please drop me a message on whatsapp or sms.,0d6b8efdc,5,4.0
4686,Lucy,6,307,0,1,2,1,0,0,1,2,2,2,1,1,1,1,0,41327,fd970cc91d06d82eebf046340137b272,0,"She is looking for a home. She is being taken care for by Vietnamese for four months now since she wiggle her self into their rented house when she was 2 months old and decided to stay there. She is now about 6 months old and spayed. Very cheerful and playful girl. She doesn't bark much. Can be a beautiful companion dog. She has medium hair and she is a medium size dog. So a landed house would be more preferable. Contact: Alexis/ Bayan Lepas, Penang. T & C apply",503a096e7,4,3.0
4687,,6,307,0,1,1,2,5,0,2,1,1,1,1,2,1,1,0,41326,37237ca3633d20c004ec76c0c2ddb4b7,0,Contact Furry Friends Farm for more further info on adopting this cute and adorable puppy !,206db8d8d,3,4.0
4688,,1,307,0,1,2,3,0,0,1,2,1,2,2,2,1,1,0,41326,8bac0384da6a4552cb8ab47c1d530fa7,0,"She is a playful little pup, she likes to explore and she is very well behave.",599d24d23,1,3.0
4689,,2,307,0,1,3,1,2,6,3,2,2,2,2,3,1,5,0,41330,2d3f6360be57a6e733dfea7518ede808,0,"This is how i celebrate mooncake festival this year... First saw a pup lying beside the car. Go check it still moving. So decide to bring in bath and detick her. keep her in the cage beside the main gate while finding someone to adopt. Later come 2nd pup near the gate. Crying and it rains heavily. So decided to clean n detick her as well. And plan to name one ""moon"" and other""cake"". Not long saw another one wondering at middle of the road. So bring her in too afriad will ran over by cars. Later come another 2pups lying beside... omg.. total 5pups . Pity them. Bring them in as well. Now 5 pups .. dunno how to name liao.. pengsan. All bath and remove ticks and lice.. 2female and 3male waiting for urgent adoption.. pls help spread the news. Meanwhile i already have 3 large dogs..",1a0395c7f,1,1.0
4690,,1,307,0,1,2,2,7,0,2,2,2,1,3,2,1,1,0,41326,6096a62ee236b3403806b8bc7950ef7e,0,"Here are 2 puppies found from a factory, Please do inform me if you are interested, and also pls ask around if there are any of your friends that are interested. These puppies need a good home. Johnny Kong at",4f1d86875,4,4.0
4691,Enna,2,307,0,1,2,1,7,0,2,2,1,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,"Cute, intelligent and well behave tuxedo coat puppy.She has a very unique blue eye. Should come and see her real life. She look better than in the picture. No tying or caging for long hours except for precautionary purposes. Commitment to spay her is compulsory Interested to adopt pls call Amy",62b9cb163,8,3.0
4692,Ricky,1,307,0,1,1,1,2,0,2,2,1,2,2,2,1,1,0,41330,f2522890ad604bf70421af61cb871a96,0,"Puppies are five week old and looking for good home and family that can love them and treat them as part of the family. They are still very young and need love, patients and attention , so must take care them well. Adoption conditions: 1) Adopter must be Malaysian 2) Puppy must be Neuter when puppy reach five month old. 3) They are not small size, they need a landed property to move around. 4) Give all the health and medical attention such as vaccination, deworming, tick lotion 5) Not for factory, workshop or farm use 6) During the stage of adoption, email or sent what app picture, so I can ensure they are adjustable well to her new environment. Pls call or what app to this no if interested:",4a93b3e4e,1,2.0
4693,Copper,24,307,0,1,1,2,0,0,1,1,2,1,1,2,1,1,0,41326,25dd2acd917b87034dd6353ea6706e13,0,"Was found around Help College of Art and Technology, Fraser Business Park Kuala Lumpur on /. Owner can contact me at",991eba9f9,5,3.0
4694,Happy,120,307,0,1,1,2,3,0,2,2,2,3,3,3,2,1,0,41401,524c82f422bcef008ea0798646ca9ced,0,"RESCUED MALE DOG UP FOR ADOPTION About the dog: 1. No ticks or fleas 2. Ears got slight puss. Medicine provided by vet. 3. Blind in 1 eye 4. He's roughly 10 years old. 5. Toilet trained 6. Cannot walk fast. Certainly cannot run. 7. His fur is Botak in certain places. 8. Very friendly. 9. Doesn't simply bark. I rescued him few days back thinking I can help him. But circumstances and finances are going against me and I only want the best for this chap. What the dog needs his someone who can give him some love and attention. Someone who can nurse him back to health. He needs to be kept loose (not tied, not in cage, not in play pen) - as he likes to takes small walks before ZzzzzzZzzz I'm hoping someone here is willing to adopt him. I will provide u with the medical tests once I have received them so u can follow up at your vet. I will provide you with the receipts + medicines. He comes with his own food and water bowl, collar, leash, 1 big bag of dog food and Malaseb.",8e2723a38,1,4.0
4695,,2,78,0,1,2,1,0,0,1,3,1,1,1,2,1,1,600,41326,370dba053360aeac8554b83bc5e73f7f,0,"These are my close friend's puppies from the healthy and certified parents. There are seven of them but 6 of them found their home. Now only a female available. The pet shop is offering her rm which i don't agree to sell it to petshop. The poor puppy won't get enough attention at the pet shop. So, I'm here to help the adorable puppy find a good owner who cans spoil and give her lot of attention :) I won't be taking any money, i will forward the potential owner to my friend. My friend is not the breeder, the puppies' parents are their pet. So, the puppies doesn't own a cert, ear not crop (my friend thinks is too cruel to do it, which I totally agree) The puppy did deworm and 1st vaccinate. Write to me if any of you interested. The price should be negotiable.",8f128d3ed,3,2.0
4696,"Sheba, Buddy And Ninja",4,148,307,2,3,1,2,0,2,2,1,2,2,2,1,3,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Sheba is the female, with cute ears and puppy eyes. Ninja is short and solid, while Buddy is shy with nice beagle-like ears. All three are currently at a foster home, hoping to find a loving family.",497ef36aa,3,2.0
4697,Bella,2,307,0,1,2,2,5,6,3,2,1,2,2,2,1,1,0,41326,d764c4fd47f73438f82f2e7f11c8624e,0,"Bella is very cute and adorable. She loves human attention and very playful too. Future adopter must spay the puppy when she is 5 months old (we will come and check). No caging or chaining is allowed, puppy must be allowed to run freely in the house compound. Only serious adopters will be entertained.",af514b027,3,1.0
4698,Charlie Brown & Snoopy,3,307,141,2,1,2,5,7,3,2,2,1,1,1,1,1,0,41330,530f57b53cb3199e1d5e67733ddc0876,0,"Brothers Charlie B. and Snoopy was found running around beside a busy road, possibly another dumping case. Charlie B. was suffering from some minor injuries, vet suspected that he was hit by a motorcycle, luckily it was just surface scratches. He is currently under treatment and expected to recover soon. Despite being in pain, Charlie is very trusting and loves to be cuddled. The fairer brother Snoopy has been in good spirits since we took him in. Very playful and happy as a puppy should be. Both Charlie Brown and Snoopy will be ready for a true loving home soon, if you are patient with puppies and would love them as your family member, please contact: ",5cba5c76a,4,3.0
4699,Henry,2,307,0,1,1,2,5,0,2,2,1,1,1,3,1,1,200,41327,d60fb9ef68d4984a80c0e7dea925798b,0,He's a happy little boy who hopes that his future owner will love him.,a2cf852c0,4,1.0
4700,Max,2,307,0,1,1,1,2,7,3,2,1,2,1,2,1,1,0,41326,7a22a977b447e38f94017409294d1932,0,"Max and his siblings were born on 22 August . Their mother was a stray dogs, but by the time she gave birth, we took them in, because the street is not safe for them. Now the puppies are ready for adoption, and Max, being the eldest, would become an alpha dog. He's active, playful, and fluffy :) If you're interested to adopt him, please call me. He only could stay in landed house.",a16c6d55d,2,1.0
4701,,2,307,0,1,3,1,2,7,3,2,2,2,2,2,1,5,0,41326,c2b7211d0bd11ada23f0efbb40d20a62,0,Looking for home for 5 puppy,7727b4dae,2,3.0
4702,Ah Kao,18,155,155,1,1,5,7,0,2,3,2,2,1,2,1,1,0,41401,8eea2aaadbfd3e42337c519d9280dcca,0,"I met Ah Kao in an organic farm. The farm throws him away. We rescued him n brought him back. He is a handsome, lovely, active and familiar with human dog. He likes to jump, he can jump high. He is quite suitable to guide the farm. （remind: I do not know what is the breed of Ah Kao, i think he is a hybrid dog ）",1a91262f6,3,2.0
4703,LUCKY & STAR,3,307,307,1,1,1,4,0,2,1,2,1,3,3,1,2,0,41326,3aa36ea368204d64133fedcf9fecf4c0,0,thank already adoption :) lucky star find a new home,3f834da3b,4,1.0
4704,Dada,1,141,307,2,2,1,2,7,3,2,1,2,2,2,1,1,0,41325,3550120cf55a324cad448403189d511b,0,"Dada is a cute puppy that was born on the 9 of July , during the World Cup Season. She has been meticulously taken care of and given the best dog food so far. I am absolutely certain that if you choose to adopt Dada, surely she will add colour to your life and she will also be a good guard dog.",f72d7a939,4,1.0
4705,Boxer,15,44,0,1,1,1,2,7,3,3,1,1,1,2,1,1,0,41326,eb95c1d1ff7c8c86d4980ab671e67fa0,0,Dog for adoption,779d50e4f,1,2.0
4706,Angelina,8,128,307,2,2,2,7,0,2,2,1,1,1,1,1,1,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,Angelina is very playful and active. Pls call for more details.,ee93b2d47,8,3.0
4707,Ginger,60,169,205,2,2,2,3,7,3,1,2,1,1,2,1,1,0,41326,854ed63293c43659d291202bb40cc5c2,0,"Dear Friends, I am forced to give up my loving ginger due to the deterioration of my personal health. Ginger has been living me and my wife for the past 6 years and has been the glow in our Family. I hope to be able to find a respectable family to provide a home to my loving dog. She is very well toilet trained and all business is only done in her cage. She is only fed dog biscuits ie Royal Canine. Very low maintenance dog, shedding has never been an issue for us. Loves human attention more than canine attention. Perfect with children and senior citizens. Manageable size and almost non existent shedding of fur due to the supplements that we are feeding her for her coat. Please contact my wife at for further details. We are based in Bandar Utama, PJ. Thank you",8849d3fe9,5,2.0
4708,Sport,96,152,0,1,1,2,0,0,1,1,1,1,3,2,1,1,100,41326,41f82c4a4cdd015401eaf3985d6e4230,0,Sport was bought from a pet shop and is my daughter's pet. She has looked after it for the past 8 years as part of the family. Now she is reluctantly giving it up for adoption as we are going to migrate and we are concerned that Sport will not be able to handle the isolation in quarantine.,143d10038,2,2.0
4709,Milo Brown,2,307,0,1,1,2,3,0,2,2,1,2,1,2,1,1,0,41401,097c61463d3db23962a3c2ee56e16719,0,Milo Brown were both rescued together with his sibling when they fell into the drain near the water tower in Pandan Shamelin area. Adorable and playful. Requirement for adoption 1) Adopter must be a dog lover and has intention to provide a forever home to this lovable pup. 2) No long term caging or tied to leash 3) To be kept in house and NOT for factory or commercial area as guard dog. 4) Provide the necessary medical attention Potential adopter can view before deciding.,a1390d450,2,2.0
4710,"Trapper, Max, Stella, Lexi",0,307,0,1,3,1,2,5,3,2,2,2,2,2,1,2,0,41326,39f25f4aed2b1bca0de044152dce84f0,0,"Hi everyone，we were rescued by Kenny (founder) in a small town at Ijok. We were left in the drain area due to abandoned for almost 2 days. We are about 2 weeks old now, and still feeding with milk. We are looking for people who are good hearted and passion with dogs to adopt and accept us as family members. We are all healthy but our sister Stella's body size is a bit small. If anyone who are interested please contact our rescuer Kenny for more information about us.Thank you!!",7df56218d,5,4.0
4711,Jaeger,3,26,307,2,1,1,2,0,2,2,1,3,3,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,Lovely and intelligent puppy looking for a forever home. If u are intetested to adopt pls contact Rachel,0ede86b28,3,2.0
4712,Melody,12,307,0,1,2,5,0,0,1,1,1,1,2,2,1,1,0,41401,481c8428494e323a4338bb5329bc6d6c,0,"Melody, Mel-D (short) is the mother of the 8 puppies that have been successfully adopted thru 'petfinders.com. Please help me to help Mel-D to find a home. Latest update as at October , Melody is now placed at SPCA for her own safety before something bad happens to her, as she is constantly chased away with sticks and iron rod, naughty children are throwing stones at her. Melody is being vacinated and checked by Dr Lim at SPCA, she is found to be less than a year old. She is happy,healthy and a active dog.",392caeaed,2,4.0
4713,,2,307,0,1,3,2,7,0,2,2,2,2,2,2,1,3,0,41326,0577c6c14f7bba1018ebbf0b995f1fbb,0,A dog has give birth to 9 puppies in our garden park. 2 is dead and now left 7 puppies. Puppy are adorable and naughty. 4 has been adopted. 3 Left for adoption (all female) If interested please call or sms,f904be121,3,2.0
4714,,1,307,307,1,1,1,0,0,1,2,2,2,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,For Adoption,1ba488d80,3,2.0
4715,Jumpy,3,307,0,1,2,1,2,5,3,2,2,1,1,2,1,1,0,41326,1926faf8af9027a904fb02f40f2da303,1,"Jumpy, as the name indicated, is a superb active female dog around 3.5 months. That's why most of the pictures are blur cos she won't sit still:p she is a brave puppy who living on its own since her bro was taken. I m looking for any kind soul who willing to shower her with love. Treat her good and she will do the same to you:)",79ad78fc4,5,2.0
4716,,3,307,0,1,2,2,0,0,1,1,1,3,1,3,1,1,0,41326,b50bcfb76e8333bf86fbcd0f445926bd,0,"I found it in the drain and i guess it is just 2 months old. When i took it back, it was sick so i brought it to the veterinarian and now it recovered. It is very active and cute. Actually i'm not sure with the breed type.",a6239b2f3,1,2.0
4717,,1,307,0,1,3,1,2,7,3,2,2,2,2,2,1,7,0,41401,d0bfd06679d601bde97b4d11910b36c0,0,"Seven adorable puppies born to a stray beautiful momma dog. They are about 1 month old. At the moment, they are staying happily at our orchard in Gombak. For more info on the puppies, whatsapp me. Please dont call. New numbers freak me out >_",6da53f587,11,1.0
4718,Clowy,5,128,76,2,2,1,2,7,3,2,1,3,3,2,1,1,0,41326,b9b990851a2e6a717e382d635a3827dc,0,"I am currently fostering Clowy, she is a very loving and loyal dog and she is train quite well. She gets along great with people and my 3 cats. She dose good indoors and outdoors. she loves too play, she's a pleasure to have around. Urgently looking for a good loving home / foster home.",c240d153f,5,1.0
4719,Samy,3,307,0,1,1,4,5,0,2,2,1,1,1,2,1,1,100,41327,fdd8882578638ef820a4f70343c1b167,0,Samy is an quiet dog. Just likes to observe and loves a nice hug sometimes.,29b60faaa,1,4.0
4720,Cutie Pie,2,307,0,1,2,1,2,7,3,2,2,2,2,2,1,1,0,41327,fd970cc91d06d82eebf046340137b272,0,"went to teluk kumba kuanthai restaurant saw this female puppies alone by the beach.. Adopters must vaccinate, spay and keep puppy indoors/fenced Call/WhatsApp: Address: teluk kumba",000a290e4,2,2.0
4721,Bella,4,307,0,1,2,2,0,0,1,3,2,3,3,2,1,1,0,41326,be3b1a04f4f8945e775519d458d2173d,0,"somebody left her in front of my door step when she was 2 week old, so i decided to take care of her. now she 4 months old, very active & love to the owner, toilet trained, friendly, never bark for unecessary, very good dog for guard house & family. i put her on cage everyday, let she out from cage twice a day, morning & night for poo & pee, she never poo & pee in the cage or floor she always find grass or place far away from house to poo & pee. i love her so much, but i stay at hostel they dun allowed dog in the hostel :( today is my last day with BELLA :( i will reward RM50 cash for those who willing to adopt my dog. i will give all related my dog : big cage, kibbles, canned food, vitamin, shampoo, bone snack, etc pls contact me ASAP for collect the dog my location at Bt.14 Hulu Langat will upload clearer pic later",f6575f08d,2,4.0
4722,,2,39,307,2,2,1,7,0,2,2,3,1,1,1,1,1,0,41330,763afda8d98232f676064b103cb01362,0,Looking for good home...,67a68df4a,1,4.0
4723,Rusty,2,307,0,1,1,2,0,0,1,2,2,1,1,2,1,1,0,41326,95481e953f8aed9ec3d16fc4509537e8,0,A real chubby and cute boy up for adoption. He was rescued in front of ISKL. He was playing with his brothers and sisters. Please open your hearts out to him. Please call immediately. A must view .,2e1de0bba,1,2.0
4724,Coda,7,206,0,1,2,6,7,0,2,3,2,1,1,2,1,1,1000,41335,d2a7c2889579271a07100d5668f5cf8f,0,"She is pure breed Siberian husky. Born at July . She has beautiful blue eye. Character is very gentle. Never bark or be aggressive. Her owner had to move from previous house and new place not allows dog. So we foster her for few month. I love her so much. But she requires more exercise than I can give. (Currently I walk her 1hour/day) and our house has no garden but only balcony. I feel that we better find suitable home ( experienced dog lover with enough time and space) and current owner also agreed on this. Anybody interested, please contact.",0038c9343,5,2.0
